Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Nikolay Masnukha,M,B,Raw,33,24-34,24-39,Pro Open,72.8,75,,,,,,-145,-145,-145,,,,,,,,,DQ,,,,,,,,WPC-RUS,WPC,2015-10-24,Russia,MOW,Moscow,PROMotion,Yes
Emin Ismayilzade,M,B,Raw,20,20-23,19-23,Pro Juniors 20-23,90,90,,,,,,-140,,,,,,,,,,,DQ,,,,,,Azerbaijan,,WPC,WPC,2014-06-12,Azerbaijan,,Baku,European Championships,Yes
Kirill Emelyanov,M,B,Raw,27.5,24-34,24-39,Amateur Open,87.7,90,,,,,,-137.5,-137.5,-137.5,,,,,,,,,DQ,,,,,Yes,Russia,,WPC-RUS,WPC,2014-10-16,Russia,MOW,Moscow,Moscow PROmovement Championships,Yes
Artem Golubin,M,D,Single-ply,24,24-34,24-39,Amateur Open,74.3,75,,,,,,,,,,,190,210,-220,,210,210,1,151.57,150.62,145.60,,Yes,Russia,,WPC,WPC,2014-07-03,Russia,NVS,Novosibirsk,World Cup,Yes
Dmitriy Aksyonov,M,B,Raw,,16-17,14-18,Amateur Teen 16-17,56,56,,,,,,70,80,-90,,80,,,,,,80,1,71.60,72.83,71.40,49.70,Yes,Russia,,WPC-RUS,WPC,2014-03-01,Russia,OMS,Omsk,Omsk Cup,Yes
Svetlana Maletskaya,F,SBD,Raw,27,24-34,24-39,Amateur Open,55.8,56,95,100,-102.5,,100,57.5,60,-62.5,,60,125,-127.5,-127.5,,125,285,1,331.13,336.27,297.47,67.94,Yes,Russia,,WPC-RUS,WPC,2011-05-26,Russia,MOW,Khotkovo,Moscow Regional Cup,Yes
Leonid Tikhonov,M,B,Raw,50,50-54,50-59,Pro Masters 50-54,90,90,,,,,,150,157.5,162.5,,162.5,,,,,,162.5,1,105.07,103.74,99.42,78.35,,Russia,,WPC-RUS,WPC,2013-05-25,Russia,PRI,Nakhodka,Pacific Ocean Raw Cup,Yes
Natalya Karmen,F,SBD,Raw,27.5,24-34,24-39,Amateur Open,65.3,67.5,-85,85,87.5,,87.5,-60,60,-62.5,,60,85,87.5,90,,90,237.5,6,249.99,248.31,219.16,50.81,Yes,Russia,,WPC-RUS,WPC,2014-08-01,Russia,MOW,Moscow,Moscow Cup,Yes
Aleksey Zaytsev,M,B,Raw,,,,Pro Open,58.1,60,,,,,,90,95,100,,100,,,,,,100,1,86.70,87.87,85.97,60.86,,Russia,,WPC,WPC,2013-02-16,Russia,SVE,Yekaterinburg,Eastern European Championships,Yes
Khasan Yusupov,M,B,Raw,23,20-23,24-39,Amateur Open,88.7,90,,,,,,170,177.5,-185,,177.5,,,,,,177.5,3,115.62,114.17,109.49,86.21,Yes,Russia,,WPC,WPC,2013-04-04,Russia,KDA,Krasnodar,Eurasian Championships,Yes
Vyacheslav Latyshev,M,B,Raw,36,35-39,24-39,Amateur Open,125.7,140,,,,,,200,205,-207.5,,205,,,,,,205,1,115.98,116.69,111.61,84.81,Yes,,,WPC,WPC,2011-04-05,Russia,CHE,Chelyabinsk,Eastern European Championships,Yes
Artem Gulyaev,M,SBD,Raw,21,20-23,19-23,Amateur Juniors 20-23,80.6,82.5,135,145,155,,155,120,-125,-125,,120,170,185,-200,,185,460,1,315.80,312.57,301.07,64.63,Yes,Russia,,WPC,WPC,2015-12-12,Russia,SVE,Yekaterinburg,Asian Cup,Yes
Mikhail Schankin,M,B,Raw,34.5,24-34,24-39,Pro Open,78.8,82.5,,,,,,140,145,150,,150,,,,,,150,2,104.37,103.40,99.69,77.39,,Russia,,WPC-RUS,WPC,2010-11-13,Russia,SAR,Saratov,Silver Bar Championships,Yes
Sergey Kirilin,M,B,Raw,25,24-34,24-39,Pro Open,100,100,,,,,,180,190,-195,,190,,,,,,190,3,116.95,115.63,110.44,87.04,,Russia,,WPC-RUS,WPC,2011-08-27,Russia,MOW,Moscow,Kremlin Press Moscow Bench Press Tournament,Yes
Svetlana Veselova,F,SBD,Multi-ply,27,24-34,24-39,Amateur Open,58.3,60,130,140,145,,145,90,-95,95,,95,130,140,-150,,140,380,1,429.04,433.24,382.94,71.82,Yes,Russia,,WPC-RUS,WPC,2015-06-07,Ukraine,,Surdak,Crimean Cup,Yes
Sergey Zharkov,M,B,Raw,24.5,24-34,24-39,Amateur Open,89,90,,,,,,-125,132.5,135,,135,,,,,,135,8,87.79,86.68,83.11,65.46,Yes,Russia,,WPC-RUS,WPC,2016-11-05,Russia,VGG,Volgograd,Stalingrad Battle Cup,Yes
Evgeniy Zhukov,M,B,Raw,27.5,24-34,24-39,Pro Open,67.3,67.5,,,,,,110,-115,115,,115,,,,,,115,1,88.83,88.88,86.28,64.54,,,,WPC-RUS,WPC,2010-12-04,Russia,CHE,Chelyabinsk,Chelyabinsk Championships,Yes
Elena Arkhipova,F,B,Multi-ply,21,20-23,19-23,Amateur Juniors 20-23,50.5,52,,,,,,50,-60,-60,,50,,,,,,50,1,62.21,63.75,56.58,35.51,Yes,,,WPC-RUS,WPC,2008-03-18,Russia,ROS,Rostov-on-Don,Russian National Championships,Yes
Yuliya Milkevich,F,B,Raw,35,35-39,24-39,Amateur Open,65.4,67.5,,,,,,52.5,-57.5,-57.5,,52.5,,,,,,52.5,1,55.21,54.83,48.39,42.94,Yes,Russia,,WPC-RUS,WPC,2016-11-05,Russia,CHE,Chelyabinsk,Tankograd Cup,Yes
Vladimir Kulakov,M,D,Raw,60,60-64,60-69,Pro Open,70.3,75,,,,,,,,,,,62.5,70,,,70,70,1,52.43,52.29,50.66,,,Russia,,WPC-RUS,WPC,2016-10-08,Russia,MOW,Moscow,PROMotion,Yes
Maksim Bukholtsev,M,SBD,Raw,28,24-34,24-39,Pro Open,81.2,82.5,160,180,200,,200,115,127.5,140,,140,180,210,-230,,210,550,1,375.97,372.02,358.21,76.98,,Russia,,WPC,WPC,2019-12-13,Russia,MOW,Moscow,World Cup,Yes
Ibrahim Ibrahimov,M,SBD,Raw,25,24-34,24-39,Amateur Open,86.5,90,110,125,-140,,125,85,95,100,,100,125,145,160,,160,385,2,254.10,250.99,240.98,52.20,Yes,,,WPC,WPC,2020-12-19,Russia,ROS,Rostov-on-Don,World Cup,Yes
Georgiy Pyasetskiy,M,D,Raw,23,20-23,19-23,Pro Juniors 20-23,82.3,82.5,,,,,,,,,,,202.5,212.5,215,,215,215,1,145.84,144.24,138.80,,,,,WPC-RUS,WPC,2018-06-09,Russia,ROS,Rostov-on-Don,North Caucasus' Championships,Yes
Michel Bertrand,M,SBD,Single-ply,54,50-54,50-59,Masters 2,68.8,74,,,,,100,,,,,77.5,,,,,122.5,300,1,228.09,227.84,220.97,39.03,Yes,Belgium,,LFPH,IPF,2012-02-12,Belgium,,Florennes,1er Tour Interclub,Yes
Ivan Dmitriev,M,SBD,Raw,38.5,35-39,24-39,Pro,89.5,90,250,265,275,,275,175,185,-190,,185,300,315,,,315,775,1,502.53,496.17,475.64,103.31,,Russia,,BB,,2009-12-19,Russia,,,National Championship,Yes
Betsy Rush,F,SBD,Raw,20,20-23,19-23,JR,75,75,,,,,102.06,,,,,56.7,,,,,,,DQ,,,,,Yes,USA,SC,WNPF,,2024-04-20,USA,SC,Greenville,USA Powerlifting Championships,Yes
Jacob Bigelow,M,B,Raw,40,40-44,40-49,40-44,125,125,,,,,,,,,,136.08,,,,,,136.08,1,77.12,77.54,74.21,56.43,Yes,USA,,WNPF,,2015-10-18,USA,,,World Tournament of Champions,Yes
Kacper Krzyszczuk,M,SBD,Raw,20.5,20-23,19-23,Seniorzy,96.23,105,-215,215,225,,225,120,125,130,,130,207.5,215,220,,220,575,19,360.03,355.62,339.96,73.99,Yes,Poland,,PZKFiTS,IPF,2019-05-03,Poland,,Katowice,Polish University Championships,Yes
Daniel Górski,M,SBD,Raw,39.5,35-39,40-49,Weterani 40-49 lat,90.3,83+,200,-210,-210,,200,150,155,-160,,155,240,250,260,,260,615,3,397.00,391.95,375.59,81.63,Yes,Poland,,PZKFiTS,IPF,2018-03-17,Poland,,Skierniewice,Polish Classic Powerlifting Cup,Yes
Łukasz Nowacki,M,B,Raw,17.5,18-19,14-18,Juniorzy do lat 18,71.6,,,,,,,100,105,-107.5,,105,,,,,,105,2,77.66,77.36,74.89,56.99,Yes,Poland,,PZKFiTS,IPF,2015-04-18,Poland,,Kielce,Polish Classic Bench Press Cup,Yes
Julio Cesar Ortiz Aldama,M,B,Raw,,,,Sub-Juniors,73.4,74,,,,,,-105,105,120,,120,,,,,,120,1,87.30,86.82,83.97,64.27,Yes,,,FEMEPO,IPF,2022-11-19,Mexico,,Monterrey,La Batalla del Norte,Yes
Alan Da Silva Osório,M,B,Raw,20,20-23,19-23,Juniors 20-23,,,,,,,,,,,,,,,,,,,NS,,,,,,Brazil,,WRPF-Brazil,WRPF,2021-10-02,Brazil,,Campina Grande Do Sul,Open Brasil,Yes
Yuriy Borskiy,M,SBD,Wraps,46.5,45-49,40-49,Masters 40-49,100,100,190,205,215,,215,135,140,145,,145,265,282.5,295,,295,655,1,403.16,398.63,380.73,82.75,,Belarus,,WPPL-Belarus,WPPL,2021-06-19,Belarus,,Vitebsk,Bear Paw 2,Yes
Estill Privett,M,SBD,Wraps,,,,Open,107.05,110,,,,,224.53,,,,,151.95,,,,,235.87,612.35,1,366.48,363.50,347.20,74.93,,,,SPF,,2018-09-29,USA,TN,Oneida,Battle at the Big South Fork Classic,Yes
Antonio McDuffie,M,SBD,Wraps,32,24-34,24-39,Open,120.93,125,318.42,350.17,370.59,,370.59,227.25,236.32,243.13,,243.13,317.97,-327.04,-327.04,,317.97,931.68,1,533.70,534.70,512.38,107.94,,USA,AR,SPF,,2024-06-29,USA,AR,Little Rock,Nationals,Yes
Charles Richards #1,M,SBD,Raw,20,20-23,19-23,Juniors,112.22,118,,,,,242.67,,,,,161.03,,,,,265.35,669.05,1,393.33,391.40,374.32,80.12,,USA,,SPF,,2018-06-09,USA,GA,,Deep South Powerlifting and Bench Press Championship,Yes
Manoj Chahal,M,SBD,Single-ply,,,,Open,74.05,75,235,245,252.5,,252.5,145,155,160,,160,240,-250,250,,250,662.5,2,479.21,476.32,460.49,82.07,Yes,England,,BAWLA,IPF,2005-03-05,UK,,Birmingham,British Men's Powerlifting Championships,Yes
Ron Collins,M,SBD,Single-ply,42.5,40-44,40-49,Open,81.82,82.5,,,,,325,,,,,190,,,,,327.5,842.5,1,573.40,567.22,545.98,98.11,Yes,England,,BAWLA,IPF,1977-02-27,UK,,,British Men's Powerlifting Championships,Yes
Jani Turtiainen,M,B,Raw,36,35-39,24-39,M_OR_WPC,99.6,100,,,,,,205,215,222.5,,222.5,,,,,,222.5,3,137.19,135.63,129.55,102.13,,,,WPC,WPC,2017-07-03,Finland,,Helsinki,European Championships,Yes
Jon Jursich,M,SBD,Multi-ply,20,20-23,19-23,M_JEM_APF,109.5,110,257.5,275,292.5,,292.5,167.5,-185,187.5,,187.5,210,-220,-227.5,,210,690,2,409.37,406.63,388.59,69.23,,USA,,APF,WPC,2007-03-24,USA,IL,Bolingbrook,IL State Meet,Yes
Luke Uribe,M,B,Raw,34,24-34,24-39,M_OR_APF,108.41,110,,,,,,217.5,237.5,-250,,237.5,,,,,,237.5,1,141.44,140.41,134.14,104.80,,USA,,APF,WPC,2015-02-09,USA,SD,,SD State Meet,Yes
Richard Bretz,M,B,Raw,75,75-79,70-999,M_MR_8_APF,93,100,,,,,,87.5,97.5,-100,,97.5,,,,,,97.5,1,62.03,61.25,58.62,46.26,,USA,FL,APF,WPC,2024-06-05,USA,LA,Baton Rouge,National Championships,Yes
Jeffrey Orr,M,D,Multi-ply,57,55-59,50-59,M_MEM_4_AAPF,89.6,90,,,,,,,,,,,,,,,167.5,167.5,1,108.55,107.17,102.74,,Yes,USA,,WPC,WPC,2013-08-29,USA,ID,Idaho Falls,Amateur Worlds,Yes
Jennifer Coleman,F,B,Raw,43,40-44,40-49,F_MR_1_AAPF,55.6,56,,,,,,57.5,60,-62.5,,60,,,,,,60,1,69.88,70.99,62.81,54.35,Yes,USA,,APF,WPC,2021-03-13,USA,MI,,Michigan State Meet,Yes
Beckie Hebson,F,SBD,Raw,34,24-34,24-39,F_OR_AWPC,54.7,56,115,125,130,,130,57.5,-65,-65,,57.5,140,150,-158,,150,337.5,1,397.38,404.48,357.97,81.73,Yes,England,,WPC,WPC,2018-06-25,France,,,European Championships,Yes
Dale Szymanski,M,B,Multi-ply,33,24-34,24-39,M_OEM_AAPF,125,125,,,,,,-200,200,-207.5,,200,,,,,,200,2,113.35,113.97,109.07,58.04,Yes,USA,,APF,WPC,2003-04-12,USA,IL,Park Forest,Amateur Nationals,Yes
Bethani Duncan,F,SBD,Multi-ply,26,24-34,24-39,F_OEM_APF,67.1,67.5,200,215,-220,,215,112.5,120,-122.5,,120,165,175,-182.5,,175,510,1,528.33,522.75,461.18,88.95,,USA,,APF,WPC,2019-05-11,USA,TX,,Throwdown at the Border,Yes
Dávid Mészáros,M,B,Raw,19,18-19,19-23,M_TR_3_WPC,98.6,100,,,,,,180,187.5,-195,,187.5,,,,,,187.5,1,116.12,114.77,109.64,86.48,,Hungary,,WPC,WPC,2012-11-06,USA,NV,Las Vegas,World Championships,Yes
Enrique Lueraharris,M,SBD,Raw,21,20-23,19-23,M_OR_AAPF,89.9,90,165,175,185,,185,112.5,120,122.5,,122.5,185,197.5,205,,205,512.5,1,331.57,327.36,313.76,68.17,Yes,,,APF,WPC,2024-04-13,USA,AZ,,Southwest Desert Classic,Yes
Christopher Carroll,M,SBD,Raw,19,18-19,19-23,M_TR_3_AAPF,,,,,,,,,,,,,,,,,,,DQ,,,,,Yes,USA,,APF,WPC,2013-04-26,USA,MI,Grand Rapids,Amateur National Powerlifting Championships,Yes
Patrick McPartland,M,D,Raw,29,24-34,24-39,M_OR_APF,107.1,110,,,,,,,,,,,190,195,200,,200,200,1,119.67,118.71,113.38,,,USA,UT,APF,WPC,2019-10-26,USA,UT,Midvale,Nightmare on Deadlift Street,Yes
Coty Anderson,M,SBD,Wraps,30,24-34,24-39,M_OCR_APF,168.3,140+,367.5,-390,390,,390,227.5,240,-250,,240,317.5,337.5,-350,,337.5,967.5,1,504.79,526.32,491.90,98.51,,,,APF,WPC,2022-06-03,USA,IL,Lombard,National Championships,Yes
Scott Kuderick,M,SBD,Multi-ply,,,,M_OEM_APF,89.7,90,335,-345,,,335,207.5,-215,-215,,207.5,237.5,-250,,,237.5,780,4,505.20,498.80,478.12,86.23,,USA,,APF,WPC,2014-06-06,USA,MI,Grand Rapids,Senior Nationals,Yes
Andrew Smith #17,M,SBD,Multi-ply,,,,M_OEM_APF,80.47,82.5,,,,,183.7,,,,,115.67,,,,,165.56,464.93,2,319.49,316.24,304.63,54.68,,USA,,APF,WPC,2008-03-15,USA,SC,Charleston,South Carolina State Meet,Yes
Robert McMaster #1,M,B,Multi-ply,44,40-44,40-49,M_MEM_1_APF,102.51,110,,,,,,,,,,249.48,,,,,,249.48,1,151.95,150.38,143.59,78.35,,USA,,APF,WPC,2010-04-17,USA,SC,,South Carolina Battle of the Bad,Yes
Daniel Restivo,M,SBD,Multi-ply,28,24-34,24-39,M_OEM_APF,105.96,110,285.76,308.44,319.78,,319.78,149.69,165.56,-181.44,,165.56,226.8,249.48,272.16,,272.16,757.5,2,455.18,451.22,430.91,77.11,,USA,NY,APF,WPC,2020-11-28,USA,CT,Bridgeport,To Hell and Back Fall Brawl,Yes
Ted Butler,M,SBD,Multi-ply,59,55-59,50-59,M_MEM_4_AAPF,98.2,100,215,227.5,237.5,,237.5,165,170,-175,,170,232.5,250,-272.5,,250,657.5,1,407.94,403.13,385.17,69.37,Yes,USA,,APF,WPC,2006-03-18,USA,AL,Attalla,Alabama State Meet,Yes
Danial Adams,M,SBD,Single-ply,,,,Boys,76.38,82.1,,,,,167.83,,,,,97.52,,,,,165.56,430.91,10,305.60,303.23,292.76,52.33,Yes,,,THSPA,,2022-02-12,USA,TX,Forney,Jackrabbit Invitational,Yes
Ryan Turner,M,SBD,Single-ply,,,,Boys,139.93,124.7+,,,,,204.12,,,,,120.2,,,,,192.78,517.1,6,283.42,288.98,274.69,47.40,Yes,,,THSPA,,2012-03-03,USA,TX,Decatur,Region 6 Division 2 Championship,Yes
Braylon Simmons,M,SBD,Single-ply,,18-19,,Boys,109.68,109.7,,,,,242.67,,,,,117.93,,,,,249.48,610.08,1,361.73,359.35,343.42,61.16,Yes,,,THSPA,,2020-02-27,USA,TX,Newton,Newton Boys Regional Qualifying Meet,Yes
Thomas Aguilar,M,SBD,Single-ply,,,,Boys,64.86,67.1,,,,,127.01,,,,,68.04,,,,,149.69,344.73,11,273.65,274.62,267.08,46.75,Yes,,,THSPA,,2012-02-24,USA,TX,White Oak,East Texas Powerlifting Championships,Yes
Jonathan Alemen,M,SBD,Single-ply,,,,Boys,74.03,74.8,,,,,156.49,,,,,88.45,,,,,190.51,435.45,14,315.03,313.14,302.73,53.95,Yes,,,THSPA,,2017-04-21,USA,TX,Shepherd,Shepherd High School Invitational,Yes
Cody Cummings,M,SBD,Single-ply,,16-17,,Div 2,78.11,82.1,,,,,181.44,,,,,127.01,,,,,201.85,510.29,11,356.94,353.77,341.23,61.11,Yes,,,THSPA,,2010-03-27,USA,TX,Abilene,State Meet,Yes
David Ortega,M,SBD,Single-ply,,,,Boys,78.11,82.1,,,,,165.56,,,,,,,,,,,,DQ,,,,,Yes,USA,,THSPA,,2015-01-13,USA,TX,Poteet Poteet,Poteet Powerlifting Meet,Yes
Corey Johnson,M,SBD,Single-ply,,18-19,,Boys,118.12,124.7,,,,,208.65,,,,,127.01,,,,,192.78,528.44,5,305.10,304.96,292.15,51.39,Yes,,,THSPA,,2022-02-17,USA,TX,Mabank,Panther Invitational,Yes
Gage Spikes,M,SBD,Single-ply,,,,Boys,119.75,124.7,,,,,158.76,,,,,111.13,,,,,161.03,430.91,2,247.65,247.86,237.51,41.68,Yes,,,THSPA,,2021-01-14,USA,TX,Jasper,Iron Dawg Invitational,Yes
Jacob Espericueta,M,SBD,Single-ply,,,,Boys,59.51,59.8,,,,,172.37,,,,,104.33,,,,,188.24,464.93,1,395.08,399.52,390.31,67.24,Yes,,,THSPA,,2022-02-25,USA,TX,Weight Room,La Maquina Tri-Meet,Yes
Matthew Cano,M,SBD,Single-ply,,18-19,,Boys,65.41,67.1,,,,,170.1,,,,,106.59,,,,,165.56,442.25,3,348.84,349.84,340.09,59.62,Yes,,,THSPA,,2018-01-13,USA,TX,Plainview,Plainview Invitational,Yes
Daniel Rodriguez,M,SBD,Unlimited,,,,Boys,117.57,124.7,,,,,210.92,,,,,140.61,,,,,167.83,519.36,4,300.34,300.06,287.43,50.60,Yes,,,THSPA,,2024-01-19,USA,TX,Gym,ECISD Big Cat Meet,Yes
Miguel Salazar,M,SBD,Single-ply,,,,Boys,118.84,124.7,,,,,254.01,,,,,142.88,,,,,231.33,628.23,9,361.97,362.01,346.86,60.94,Yes,,,THSPA,,2019-02-28,USA,TX,Bishop,Boys Region 5 Division 2,Yes
Robert Ricard,M,SBD,Single-ply,,16-17,,Junior Varsity,59.87,59.8,,,,,90.72,,,,,54.43,,,,,83.91,229.06,3,193.68,195.75,191.17,32.97,Yes,,,THSPA,,2012-02-22,USA,TX,Santa Fe Texas,Santa Fe Regional Qualifier,Yes
Manuel Hernandez,M,SBD,Single-ply,,,,Boys,70.85,74.8,,,,,170.1,,,,,92.99,,,,,210.92,474,8,353.10,351.97,340.92,60.45,Yes,USA,,THSPA,,2022-02-19,USA,TX,Altair,Swamp Strength Booster Club Meet,Yes
Nick Hall,M,SBD,Single-ply,14.5,13-15,14-18,Boys,76.93,82.1,,,,,183.7,,,,,113.4,,,,,161.03,458.13,3,323.46,320.83,309.66,55.39,Yes,USA,,THSPA,,2013-01-24,USA,TX,Mansfield Lake Ridge,Lake Ridge Boys Invitational,Yes
Clayton Pierce,M,SBD,Single-ply,,,,Boys,97.93,99.7,,,,,197.31,,,,,131.54,,,,,199.58,528.44,1,328.27,324.37,309.94,55.83,Yes,,,THSPA,,2018-01-18,USA,TX,Lampasas,Lampasas Badger Invitational,Yes
Jace McKee,M,SBD,Single-ply,,,,Boys,106.05,109.7,,,,,208.65,,,,,151.95,,,,,226.8,587.4,7,352.85,349.80,334.06,59.77,Yes,,,THSPA,,2017-03-10,USA,TX,Sundown,Boys Region 1 Division 2,Yes
Javier Alcorta,M,SBD,Single-ply,,18-19,,Boys,69.49,74.8,,,,,140.61,,,,,81.65,,,,,154.22,376.48,4,284.24,283.72,275.04,48.65,Yes,,,THSPA,,2015-02-12,USA,TX,Abernathy,Abernathy Invitational,Yes
Malachai Ortega,M,SBD,Single-ply,,,,Boys,71.03,74.8,,,,,124.74,,,,,88.45,,,,,154.22,367.41,16,273.22,272.30,263.72,46.78,Yes,,,THSPA,,2019-01-19,USA,TX,Weslaco East,Weslaco East Invitational,Yes
Daniel Longoria,M,SBD,Unlimited,18.5,18-19,,Boys,54.88,55.7,,,,,95.25,,,,,61.23,,,,,136.08,292.57,2,266.62,271.71,266.72,45.13,Yes,,,THSPA,,2024-02-01,USA,TX,Seminole,Seminole Iron Tribe Invitational,Yes
Chris Frank,M,SBD,Single-ply,,16-17,14-18,Boys,135.62,124.7+,,,,,165.56,,,,,142.88,,,,,183.7,492.15,8,272.16,276.37,263.25,45.55,Yes,,,THSPA,,2013-01-19,USA,TX,Poteet,Poteet Invitational,Yes
Ethan Raber,M,SBD,Single-ply,,16-17,14-18,Boys,62.05,67.1,,,,,108.86,,,,,,,,,,129.27,,DQ,,,,,Yes,,,THSPA,,2012-01-28,USA,TX,Perrin,9th Annual Perrin Meet,Yes
Nic Poppenhusen,M,SBD,Single-ply,,,,Boys,71.67,74.8,,,,,124.74,,,,,83.91,,,,,142.88,351.53,13,259.83,258.80,250.55,44.49,Yes,,,THSPA,,2015-02-13,USA,TX,Quitman,Quitman Powerlifting Invitational,Yes
Josh Janise,M,SBD,Unlimited,,,,Boys,98.16,99.7,,,,,154.22,,,,,129.27,,,,,154.22,437.72,6,271.63,268.42,256.47,46.19,Yes,,,THSPA,,2024-02-08,USA,TX,HJJH Gym,HJ Powerlifting Meet,Yes
David Muñoz,M,SBD,Single-ply,,,,Boys,67.31,74.8,,,,,154.22,,,,,99.79,,,,,195.04,449.06,5,346.82,347.02,336.89,59.32,Yes,,,THSPA,,2011-03-05,USA,TX,Anahuac,Region IV Division II Championships,Yes
Dwight Taylor,M,SBD,Single-ply,,,,Boys,77.75,82.1,,,,,201.85,,,,,97.52,,,,,204.12,503.49,7,353.18,350.12,337.77,60.47,Yes,USA,,THSPA,,2010-03-13,USA,TX,Kingsville,Region V Div II Meet,Yes
Max Ramirez,M,SBD,Single-ply,,16-17,14-18,Boys,134.72,139.7,,,,,213.19,,,,,124.74,,,,,190.51,528.44,2,292.79,297.07,283.11,49.02,Yes,,,THSPA,,2021-01-21,USA,TX,Hawkins,Hawkins,Yes
Esteban Urquieta,M,SBD,Single-ply,,18-19,,Boys,50.26,51.7,,,,,190.51,,,,,92.99,,,,,197.31,480.81,2,475.87,489.20,482.70,79.87,Yes,,,THSPA,,2019-03-09,USA,TX,Weslaco East,Region 5 Division 1 Championships,Yes
Caleb Torres,M,SBD,Single-ply,,,,Boys,118.3,124.7,,,,,238.14,,,,,127.01,,,,,233.6,598.74,3,345.51,345.40,330.91,58.19,Yes,,,THSPA,,2021-02-11,USA,TX,Donna North,Donna North Spearhead Invitational,Yes
Connor Grady,M,SBD,Unlimited,,,,Boys,55.61,55.7,,,,,79.38,,,,,56.7,,,,,104.33,240.4,5,216.50,220.35,216.13,36.68,Yes,,,THSPA,,2024-01-13,USA,TX,Commerce,Commerce Tigers Raising the Bar,Yes
Chris Ceazer,M,SBD,Single-ply,,,,Boys,88,89.8,,,,,281.23,,,,,151.95,,,,,272.16,705.34,5,461.35,455.58,437.06,78.79,Yes,,,THSPA,,2011-03-26,USA,TX,Abilene,Boys State Meet,Yes
Zach Cobb,M,SBD,Single-ply,14.5,13-15,14-18,Boys,95.89,99.7,,,,,161.03,,,,,140.61,,,,,161.03,462.66,10,290.16,286.59,274.00,49.39,Yes,,,THSPA,,2015-01-24,USA,TX,Moody H.S.,Moody Boys Powerlifting Invitational,Yes
Jerrod King,M,SBD,Single-ply,,,,Boys,80.92,82.1,,,,,213.19,,,,,133.81,,,,,219.99,566.99,1,388.36,384.33,370.12,66.46,Yes,,,THSPA,,2011-01-29,USA,TX,Walnut Grove Middle School,Midlothian Invitational,Yes
Leo Almada,M,SBD,Single-ply,,,,Boys,97.98,99.7,,,,,172.37,,,,,104.33,,,,,204.12,480.81,4,298.61,295.07,281.94,50.78,Yes,,,THSPA,,2010-02-27,USA,TX,Big Lake,Reagan County Powerlifting Meet,Yes
Hayden Washington,M,SBD,Single-ply,,16-17,,Junior Varsity,116.57,124.7,,,,,,,,,,,,,,,,,DQ,,,,,Yes,,,THSPA,,2011-01-25,USA,TX,Elgin,Elgin Wildcat Invitational,Yes
Courtney Pruitt,M,SBD,Single-ply,,18-19,,Boys,98.34,99.7,,,,,238.14,,,,,163.29,,,,,226.8,628.23,1,389.53,384.95,367.79,66.23,Yes,,,THSPA,,2022-02-23,USA,TX,Boswell,Pioneer District Championships,Yes
Martin Camargo,M,SBD,Unlimited,,18-19,,Boys,74.12,74.8,,,,,213.19,,,,,111.13,,,,,,,DQ,,,,,Yes,,,THSPA,,2024-03-22,USA,TX,Abilene,Boys State Meet,Yes
Cristian Lopez,M,SBD,Single-ply,,,,Boys,107.59,109.7,,,,,170.1,,,,,108.86,,,,,145.15,424.11,12,253.32,251.34,240.09,42.88,Yes,USA,,THSPA,,2013-01-19,USA,TX,PSJA HIGH SCHOOL,PSJA INVITATIONAL BOYS DIVISION,Yes
Shannon Tesch,M,SBD,Single-ply,,16-17,,Boys,89.31,89.8,,,,,138.35,,,,,70.31,,,,,129.27,337.93,23,219.36,216.59,207.65,37.45,Yes,,,THSPA,,2015-02-21,USA,TX,Rice Consolidated,Rice Saturday Meet,Yes
Richard Garza,M,SBD,Single-ply,,,,Boys,87.18,89.8,,,,,201.85,,,,,136.08,,,,,215.46,553.38,3,363.73,359.23,344.78,62.14,Yes,USA,,THSPA,,2018-01-27,USA,TX,Montgomery,Montgomery Bear Invitational,Yes
Nicholas Burns,M,SBD,Single-ply,,,,Boys,56.34,59.8,,,,,142.88,,,,,77.11,,,,,136.08,356.07,4,317.01,322.24,315.82,53.76,Yes,,,THSPA,,2020-01-11,USA,TX,Lindale Texas,Lindale Invitational,Yes
Danny Leyva,M,SBD,Unlimited,,,,Boys,74.12,74.8,,,,,179.17,,,,,108.86,,,,,190.51,478.54,3,345.93,343.83,332.39,59.24,Yes,,,THSPA,,2024-01-11,USA,TX,Brownsville,Hanna Quad Meet,Yes
George Stephenson,M,SBD,Single-ply,,,,Boys,88.77,89.8,,,,,256.28,,,,,120.2,,,,,222.26,598.74,2,389.86,384.95,369.16,66.57,Yes,Wales,,THSPA,,2013-02-16,USA,TX,The Woodlands,Highlander Powerlifting Meet,Yes
Kyle Jiral,M,SBD,Single-ply,,,,Boys,75.11,82.1,,,,,145.15,,,,,90.72,,,,,154.22,390.09,5,279.60,277.68,268.29,47.88,Yes,,,THSPA,,2014-01-11,USA,TX,Geronimo Navarro,Navarro Panther Invitational,Yes
